Id,Bound
812,1
813,0
814,1
815,1
816,1
817,0
818,1
819,1
820,0
821,0
822,1
823,1
824,0
825,1
826,1
827,0
828,1
829,1
830,0
831,1
832,0
833,1
834,1
835,1
836,1
837,1
838,0
839,1
840,0
841,1
842,0
843,1
844,0
845,0
846,1
847,1
848,0
849,0
850,0
851,1
852,0
853,1
854,1
855,1
856,0
857,1
858,1
859,1
860,0
861,0
862,0
863,1
864,1
865,0
866,0
867,1
868,0
869,1
870,0
871,0
872,0
873,1
874,0
875,1
876,0
877,1
878,1
879,0
880,1
881,0
882,0
883,0
884,1
885,0
886,0
887,1
888,0
889,1
890,0
891,1
892,1
893,1
894,0
895,0
896,1
897,0
898,1
899,0
900,1
901,1
902,1
903,0
904,1
905,1
906,1
907,1
908,0
909,1
910,0
911,0
912,1
913,0
914,0
915,1
916,0
917,1
918,0
919,0
920,1
921,1
922,1
923,1
924,0
925,1
926,0
927,1
928,1
929,0
930,0
931,1
932,0
933,1
934,1
935,1
936,1
937,0
938,1
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,1
948,1
949,1
950,1
951,1
952,0
953,1
954,0
955,0
956,0
957,1
958,1
959,0
960,0
961,1
962,0
963,1
964,1
965,0
966,0
967,0
968,0
969,1
970,0
971,1
972,1
973,1
974,0
975,1
976,0
977,0
978,0
979,1
980,0
981,0
982,1
983,0
984,0
985,0
986,1
987,1
988,1
989,1
990,0
991,0
992,1
993,1
994,0
995,0
996,0
997,1
998,1
999,1
